phase,step,update,t,env_id,px_x,dist,end_d,end_x,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,19255552,600,3,14,149.3504,2.0633,1.5000,0.0000,0.2524,-0.0295,-0.1298,0.0024,0,0,0,0,0.0346,-0.0048,-0.0316,2.0787,-0.6470
offline_val,19255552,600,3,15,133.7408,6.0639,1.5000,0.0000,-0.1061,0.0028,-0.0695,-0.0013,0,0,0,0,-0.0181,0.0005,-0.0207,6.0240,-1.1124
offline_val,19255552,600,3,16,42.6793,5.2821,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,0.0000,0.0000,0.0000,5.2821,2.7432
offline_val,19255552,600,3,17,-1.0000,0.0000,1.5000,0.0000,-0.0676,-0.0249,-0.0116,-0.0001,0,0,0,0,-0.0109,-0.0040,-0.0018,4.2430,-3.9391
offline_val,19255552,600,3,18,71.0077,3.0502,1.5000,0.0000,0.1022,-0.0019,0.1363,0.0018,0,0,0,0,0.0135,-0.0004,0.0290,3.0354,1.0244
offline_val,19255552,600,3,19,169.3565,2.2359,1.5000,0.0000,-0.1352,0.0064,-0.0453,-0.0014,0,0,0,0,-0.0212,0.0012,-0.0123,2.2028,-0.9869
offline_val,19255552,600,3,20,-1.0000,0.0000,1.5000,0.0000,-0.0805,-0.0258,-0.0129,-0.0002,0,0,0,0,-0.0125,-0.0042,-0.0024,4.3867,-4.2598
offline_val,19255552,600,3,21,113.7752,4.0638,1.5000,0.0000,0.1450,-0.0062,-0.0731,0.0004,0,0,0,0,0.0241,-0.0011,-0.0203,4.0860,-0.1378
offline_val,19255552,600,3,22,135.0126,3.1885,1.5000,0.0000,0.4489,-0.0300,-0.1470,0.0039,0,0,0,0,0.0632,-0.0055,-0.0397,3.2275,-0.6812
offline_val,19255552,600,3,23,222.1740,3.8142,1.5000,0.0000,0.0902,-0.0055,-0.1918,0.9970,0,0,0,0,0.0168,-0.0013,-0.0368,3.7125,-3.2878
offline_val,19255552,600,3,24,90.4176,3.0485,1.5000,0.0000,-0.0918,0.0112,-0.0082,-0.0035,0,0,0,0,-0.0145,0.0018,-0.0023,3.0352,0.4877
offline_val,19255552,600,3,25,198.6463,5.1806,1.5000,0.0000,-0.0232,-0.0171,-0.1189,0.0002,0,0,0,0,-0.0034,-0.0028,-0.0317,5.0680,-3.5284
offline_val,19255552,600,3,26,52.7225,4.5847,1.5000,0.0000,0.0109,-0.0066,0.1917,0.0025,0,0,0,0,0.0019,-0.0011,0.0462,4.4878,2.2444
offline_val,19255552,600,3,27,168.6367,2.6117,1.5000,0.0000,-0.0434,-0.0093,0.1645,-0.0088,0,0,0,0,-0.0066,-0.0016,0.0417,2.6490,-0.9999
offline_val,19255552,600,3,28,30.1789,2.5839,1.5000,0.0000,0.0509,-0.0088,0.1287,0.0019,0,0,0,0,0.0075,-0.0014,0.0312,2.5407,1.6624
offline_val,19255552,600,3,29,130.5077,2.4795,1.5000,0.0000,-0.1248,-0.0009,-0.0723,-0.0009,0,0,0,0,-0.0197,0.0004,-0.0212,2.4519,-0.3960
offline_val,19255552,600,3,30,31.9311,2.0726,1.5000,0.0000,-0.0345,-0.0146,0.1278,0.0022,0,0,0,0,-0.0054,-0.0025,0.0337,2.0242,1.3099
offline_val,19255552,600,3,31,66.0554,5.3643,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,0.0000,0.0000,0.0000,5.3643,1.8465
offline_val,19255552,600,4,0,200.1910,5.2051,1.5000,0.0000,0.0128,-0.0066,-0.1179,0.0002,0,0,0,0,0.0049,-0.0014,-0.0462,5.0457,-3.6771
offline_val,19255552,600,4,1,-1.0000,0.0000,1.5000,0.0000,0.0074,-0.0153,-0.0962,0.0009,0,0,0,0,0.0011,-0.0025,-0.0321,2.8622,2.7699
offline_val,19255552,600,4,2,154.5426,5.3875,1.5000,0.0000,0.1190,-0.0106,-0.0837,-0.0002,0,0,0,0,0.0226,-0.0022,-0.0273,5.3614,-1.8656
offline_val,19255552,600,4,3,72.6740,1.9407,1.5000,0.0000,0.0918,-0.0032,0.1568,0.0028,0,0,0,0,0.0172,-0.0006,0.0367,1.9356,0.6421
offline_val,19255552,600,4,4,0.3647,4.8692,1.5000,0.0000,0.0124,-0.0125,-0.1211,-0.0068,0,0,0,0,0.0015,-0.0027,-0.0360,5.0141,3.8918
offline_val,19255552,600,4,5,185.3825,3.6236,1.5000,0.0000,-0.0453,-0.0163,-0.0986,0.0003,0,0,0,0,-0.0107,-0.0032,-0.0333,3.5448,-2.1148
offline_val,19255552,600,4,6,8.7331,2.6673,1.5000,0.0000,0.0241,-0.0135,0.1672,0.0042,0,0,0,0,0.0051,-0.0026,0.0535,2.5583,2.2007
offline_val,19255552,600,4,7,196.6767,5.5171,1.5000,0.0000,0.0696,-0.0093,-0.1915,0.0020,0,0,0,0,0.0106,-0.0020,-0.0658,5.2858,-3.8570
offline_val,19255552,600,4,8,96.3289,5.5906,1.5000,0.0000,0.1560,-0.0064,-0.0782,-0.0049,0,0,0,0,0.0313,-0.0015,-0.0284,5.6382,0.4957
offline_val,19255552,600,4,9,142.6943,6.0679,1.5000,0.0000,0.0489,-0.0026,-0.1221,0.0007,0,0,0,0,0.0088,-0.0006,-0.0355,6.0234,-1.6103
offline_val,19255552,600,4,10,71.7235,2.1016,1.5000,0.0000,0.1527,0.0028,0.1724,0.0034,0,0,0,0,0.0278,0.0013,0.0554,2.0910,0.7508
offline_val,19255552,600,4,11,20.3135,2.4763,1.5000,0.0000,0.0179,-0.0106,0.2112,0.0058,0,0,0,0,0.0038,-0.0019,0.0703,2.3546,1.8688
offline_val,19255552,600,4,12,57.8084,4.2117,1.5000,0.0000,0.0755,-0.0054,0.0739,-0.0006,0,0,0,0,0.0153,-0.0010,0.0240,4.1848,1.8095
offline_val,19255552,600,4,13,139.8931,3.4331,1.5000,0.0000,0.3311,-0.0227,-0.2016,0.0050,0,0,0,0,0.0547,-0.0055,-0.0646,3.4343,-0.9429
offline_val,19255552,600,4,14,148.2509,2.0576,1.5000,0.0000,0.2645,-0.0302,-0.1344,0.0026,0,0,0,0,0.0452,-0.0063,-0.0400,2.0787,-0.6470
offline_val,19255552,600,4,15,133.1297,6.0723,1.5000,0.0000,-0.1040,0.0032,-0.0696,-0.0013,0,0,0,0,-0.0222,0.0008,-0.0251,6.0240,-1.1124
offline_val,19255552,600,4,16,42.6793,5.2821,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,0.0000,0.0000,0.0000,5.2821,2.7432
