phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,4669440,570,243,6,93.5671,1.5003,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.4118,1.5415,0.2349,5.8227,2.0921
offline_val,4669440,570,243,7,100.8422,1.6882,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,0.9754,-1.0251,-0.4688,2.5452,-1.6619
offline_val,4669440,570,243,10,103.7430,1.7193,0.0493,-0.0516,0.0092,-0.0101,0,0,0,0,3.0465,2.8471,0.7167,4.2729,4.0568
offline_val,4669440,570,243,11,93.0476,1.4953,0.0910,-0.0453,0.0250,-0.0105,0,0,0,0,5.1083,-1.9353,-0.4920,6.5265,-2.4545
offline_val,4669440,570,243,14,96.2698,1.5095,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,3.8447,-1.2390,-0.3216,5.3330,-1.5473
offline_val,4669440,570,243,15,114.4531,1.7446,0.0228,-0.0520,0.0180,-0.0098,0,0,0,0,1.4786,0.7877,0.7558,2.7701,1.9609
offline_val,4669440,570,243,17,89.5993,1.4597,0.0322,-0.0582,-0.0185,-0.0120,0,0,0,0,4.8812,0.5716,0.0359,6.3312,0.8688
offline_val,4669440,570,243,19,95.4781,1.4907,0.0472,-0.0512,0.0123,-0.0107,0,0,0,0,4.2826,-1.5175,-0.3804,5.7353,-1.8997
offline_val,4669440,570,243,23,88.0964,1.5878,0.0822,-0.0457,0.0266,-0.0094,0,0,0,0,4.2251,-2.8223,-0.6604,5.6536,-3.5717
offline_val,4669440,570,243,24,102.2459,1.6081,0.0000,0.0000,0.0000,10.2396,1,1,0,0,2.4749,0.1928,0.2528,4.0024,0.7088
offline_val,4669440,570,243,30,93.9448,1.5120,0.0526,-0.0454,0.0405,-0.0090,0,0,0,0,4.7482,1.5290,0.1989,6.1899,2.0283
offline_val,4669440,570,243,31,101.0761,1.7914,0.0562,-0.0436,0.0491,-0.0085,0,0,0,0,1.5273,-1.6666,-0.7110,2.9803,-2.7246
offline_val,4669440,570,244,0,88.9805,1.4747,0.0581,-0.0474,0.0275,-0.0102,0,0,0,0,4.9555,0.0226,-0.1205,6.4500,0.0978
offline_val,4669440,570,244,1,110.7886,1.7019,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,2.4278,1.2649,0.6096,3.8143,2.2520
offline_val,4669440,570,244,2,96.2610,1.5286,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.3707,1.7905,0.2654,5.7985,2.3655
offline_val,4669440,570,244,3,115.8256,1.7248,0.0235,-0.0434,0.0644,-0.0116,0,0,0,0,1.2834,0.4135,0.6442,2.6923,1.4098
offline_val,4669440,570,244,6,93.5623,1.4993,0.0328,-0.0504,0.0223,-0.0101,0,0,0,0,4.4136,1.5398,0.2363,5.8227,2.0921
offline_val,4669440,570,244,7,100.8422,1.6882,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,0.9754,-1.0251,-0.4688,2.5452,-1.6619
offline_val,4669440,570,244,10,103.6197,1.7173,0.0518,-0.0520,0.0058,-0.0102,0,0,0,0,3.0494,2.8469,0.7171,4.2729,4.0568
offline_val,4669440,570,244,11,93.1063,1.4924,0.0821,-0.0449,0.0305,-0.0102,0,0,0,0,5.1103,-1.9384,-0.4901,6.5265,-2.4545
offline_val,4669440,570,244,14,96.1952,1.5083,0.0353,-0.0517,0.0145,-0.0101,0,0,0,0,3.8454,-1.2414,-0.3207,5.3330,-1.5473
offline_val,4669440,570,244,15,114.2729,1.7438,0.0188,-0.0559,-0.0012,-0.0091,0,0,0,0,1.4807,0.7865,0.7558,2.7701,1.9609
offline_val,4669440,570,244,17,89.3870,1.4582,0.0394,-0.0539,0.0011,-0.0112,0,0,0,0,4.8829,0.5695,0.0360,6.3312,0.8688
offline_val,4669440,570,244,19,95.4781,1.4907,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.2826,-1.5175,-0.3804,5.7353,-1.8997
offline_val,4669440,570,244,23,88.1419,1.5850,0.0836,-0.0452,0.0287,-0.0093,0,0,0,0,4.2266,-2.8258,-0.6586,5.6536,-3.5717
offline_val,4669440,570,244,30,93.8771,1.5103,0.0479,-0.0505,0.0157,-0.0100,0,0,0,0,4.7505,1.5274,0.1999,6.1899,2.0283
offline_val,4669440,570,244,31,101.0490,1.7895,0.0512,-0.0502,0.0160,-0.0098,0,0,0,0,1.5275,-1.6695,-0.7100,2.9803,-2.7246
offline_val,4669440,570,245,0,88.8919,1.4728,0.0527,-0.0503,0.0147,-0.0107,0,0,0,0,4.9574,0.0203,-0.1195,6.4500,0.0978
offline_val,4669440,570,245,1,110.7886,1.7019,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,2.4278,1.2649,0.6096,3.8143,2.2520
offline_val,4669440,570,245,2,96.2610,1.5286,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.3707,1.7905,0.2654,5.7985,2.3655
offline_val,4669440,570,245,3,115.8256,1.7248,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,1.2834,0.4135,0.6442,2.6923,1.4098
